Year,Region,Sales_Volume
2019,North America,9861
2014,Asia,7630
2020,Asia,576
2019,Middle East,3453
2010,South America,5478
2015,North America,9656
2015,Europe,4232
2022,South America,2842
2024,Asia,5511
2024,North America,9243
2013,Middle East,3749
2022,North America,8854
2017,Europe,3302
2013,Middle East,6422
2017,Middle East,2547
2024,South America,1796
2022,Asia,8908
2017,Europe,7496
2014,North America,8511
2022,Middle East,9632
2024,Asia,6205
2013,Middle East,4795
2021,Africa,1179
2022,North America,3267
2011,North America,7058
2020,Europe,8054
2024,Asia,7502
2012,North America,7461
2012,North America,1416
2013,Africa,7005
2013,Africa,3569
2019,North America,5612
2020,Africa,2550
2020,Europe,4021
2014,North America,7182
2013,North America,3727
2020,Asia,8721
2023,Africa,576
2019,South America,9911
2017,Middle East,4916
2015,Asia,7394
2015,Europe,1673
2017,Europe,8188
2016,Middle East,8206
2024,Middle East,9551
2019,Europe,5787
2023,South America,366
2020,North America,4813
2021,Asia,6532
2019,Asia,2325
2022,South America,8766
2017,Asia,1504
2023,Europe,3181
2011,South America,541
2018,Asia,274
2010,Middle East,3176
2024,North America,3757
2017,Europe,7305
2021,Africa,8935
2020,Middle East,9460
2021,Asia,6336
2021,Africa,9284
2013,North America,1311
2013,South America,6141
2014,South America,6104
2017,South America,7523
2014,Africa,4433
2017,Europe,785
2024,South America,8193
2019,Asia,4200
2010,Asia,1580
2021,Asia,6643
2024,Asia,1803
2019,Asia,6217
2018,South America,1145
2015,Europe,6000
2012,Africa,2123
2022,South America,5093
2023,Middle East,1951
2017,Europe,4152
2018,North America,9354
2015,Europe,6746
2020,South America,4760
2016,Africa,1750
2010,South America,5854
2023,Europe,7797
2014,Africa,648
2014,Middle East,7754
2019,Europe,1299
2023,Africa,6973
2013,Africa,5204
2015,Europe,7725
2016,South America,3675
2018,Asia,7652
2010,Africa,284
2024,Africa,5292
2015,North America,5790
2016,Asia,6280
2012,North America,4721
2017,Asia,8896
2024,North America,2661
2014,Asia,6502
2024,Africa,6421
2018,Europe,2430
2014,South America,1672
2018,Middle East,8000
2019,North America,2256
2013,South America,8659
2018,North America,5348
2014,Europe,9870
2019,North America,4991
2018,Middle East,7854
2012,North America,7418
2024,North America,9665
2013,South America,2834
2018,Europe,7963
2019,North America,2865
2020,South America,7761
2015,Middle East,9674
2011,North America,6690
2016,Europe,9507
2011,North America,7134
2020,Africa,4218
2011,Asia,8137
2020,South America,9007
2010,Africa,7439
2020,Asia,543
2020,Middle East,4350
2021,North America,2658
2020,Africa,4641
2012,Asia,7010
2015,Africa,6232
2017,Europe,2449
2018,Middle East,7213
2016,Middle East,4848
2013,Middle East,2168
2015,North America,2649
2014,Asia,1254
2017,Africa,4786
2010,Africa,615
2010,Europe,6834
2022,South America,3627
2024,Middle East,9843
2020,North America,964
2015,North America,6899
2019,South America,2806
2021,North America,1462
2011,Europe,9619
2014,Middle East,3942
2010,North America,1392
2016,Asia,6668
2010,Middle East,6240
2013,Europe,5736
2018,Middle East,7658
2010,North America,9869
2013,Europe,3506
2015,North America,8191
2015,Africa,4978
2021,Middle East,862
2024,North America,4132
2022,Europe,6518
2017,Africa,6210
2010,Europe,7751
2016,North America,708
2010,South America,5904
2022,Asia,2736
2023,Middle East,5424
2016,Europe,5330
2012,Europe,8875
2020,North America,4800
2017,Africa,9044
2012,Africa,6328
2023,Asia,9570
2023,Asia,9581
2022,North America,4537
2010,Asia,520
2022,North America,8866
2022,Asia,2966
2023,South America,7646
2017,Middle East,3263
2012,Asia,9016
2011,Middle East,5565
2010,North America,2722
2023,Asia,1655
2012,South America,6100
2024,Middle East,5862
2011,Asia,1160
2011,North America,2100
2015,Europe,175
2021,South America,2195
2010,Africa,6579
2011,South America,3827
2023,North America,3088
2015,South America,2542
2012,South America,4823
2024,Asia,4981
2013,Middle East,1902
2010,Middle East,7867
2017,Asia,7894
2022,North America,2132
2016,Middle East,703
2016,Africa,8538
2012,Africa,324
2019,North America,5893
2019,Middle East,156
2012,Asia,2198
2023,Africa,9172
2011,Europe,6787
2021,Asia,5468
2010,South America,1032
2016,Asia,7800
2016,South America,3722
2021,South America,7747
2011,North America,6834
2016,Africa,8317
2022,North America,5499
2017,Middle East,1505
2010,Asia,6207
2018,Middle East,1730
2016,South America,1987
2012,South America,1435
2017,Africa,9217
2016,Europe,4983
2020,South America,9172
2024,Asia,7065
2022,Middle East,5114
2017,Middle East,8803
2015,South America,2556
2018,North America,9462
2024,South America,624
2014,Middle East,440
2012,Europe,7354
2012,Africa,5899
2010,North America,3577
2021,North America,8656
2024,Middle East,4194
2017,Asia,7956
2011,Europe,6936
2012,Africa,2651
2017,South America,4139
2023,Africa,9209
2017,South America,5304
2023,North America,6939
2020,South America,4988
2013,South America,2238
2013,Middle East,7149
2014,Asia,4161
2015,North America,5113
2014,North America,7311
2023,Africa,2055
2024,Middle East,6551
2016,Asia,700
2011,North America,8840
2016,North America,1923
2019,Asia,3329
2016,Middle East,5025
2010,North America,280
2016,North America,6273
2014,Africa,8517
2012,North America,1132
2022,Africa,4824
2012,South America,863
2013,Africa,1897
2022,South America,686
2021,Europe,5043
2011,Europe,3235
2011,Middle East,9527
2010,South America,9166
2024,Europe,5837
2014,North America,829
2013,South America,5355
2020,South America,9806
2019,Asia,1562
2024,North America,4076
2011,Middle East,3221
2012,Europe,7144
2016,North America,5312
2016,Asia,9738
2021,Middle East,2787
2013,Europe,1757
2014,Middle East,7196
2014,Africa,2246
2015,North America,4382
2023,North America,9160
2018,North America,6981
2011,Africa,9311
2014,South America,9126
2021,Middle East,4626
2012,Africa,4848
2013,Asia,964
2019,Middle East,6747
2015,North America,2796
2021,Middle East,8465
2017,South America,2262
2010,North America,9482
2019,North America,8985
2023,North America,4512
2017,Africa,3894
2020,Asia,3564
2023,Europe,1298
2016,Asia,2973
2010,Middle East,992
2011,Asia,5073
2012,Europe,5586
2010,Africa,1698
2023,Europe,5257
2018,Asia,2791
2017,South America,5850
2011,Europe,9497
2022,Middle East,1923
2018,Europe,2075
2016,South America,5753
2018,South America,9914
2015,North America,8298
2015,North America,1652
2020,Africa,8349
2023,North America,6942
2013,Asia,8179
2019,Africa,1155
2019,Europe,6209
2022,Africa,9172
2022,Middle East,6928
2011,North America,4865
2016,Europe,8744
2014,Asia,2138
2020,South America,5210
2015,Europe,5829
2011,South America,9163
2014,Europe,2692
2019,Middle East,2294
2013,Europe,5891
2018,Middle East,1618
2015,North America,2555
2011,Africa,2294
2010,Africa,9796
2014,South America,7156
2018,South America,9273
2015,Europe,1937
2019,North America,8257
2021,North America,5603
2016,Europe,4524
2014,Asia,7776
2019,Asia,2198
2015,North America,7312
2014,Middle East,7442
2020,Europe,9213
2018,Europe,2446
2024,Asia,2057
2015,Asia,5488
2020,Europe,330
2017,Middle East,8208
2011,North America,5689
2021,South America,4246
2022,Middle East,2543
2018,Africa,861
2014,Africa,1270
2016,Middle East,9161
2019,Middle East,3697
2022,North America,931
2010,Europe,8086
2019,Europe,3717
2014,Middle East,8590
2021,Middle East,7249
2023,Middle East,5550
2019,Africa,5193
2023,Europe,3935
2011,North America,6713
2021,South America,3529
2015,Africa,5024
2020,Europe,4448
2010,Africa,695
2012,Middle East,8229
2014,Asia,2960
2013,Africa,5138
2012,Africa,6060
2019,Middle East,3209
2022,Middle East,7265
2014,Europe,9028
2020,Africa,2005
2017,South America,544
2020,South America,6624
2013,South America,7169
2010,Middle East,5694
2020,Asia,2809
2016,South America,9107
2017,Asia,7312
2012,South America,103
2015,Middle East,9197
2011,Middle East,5017
2016,Europe,5576
2024,Middle East,6262
2017,Asia,2365
2015,Europe,601
2015,Africa,9571
2014,North America,3527
2017,South America,8514
2010,Asia,8161
2019,Middle East,4913
2013,Africa,6474
2024,North America,7890
2013,South America,2968
2012,South America,2196
2012,South America,4113
2013,Middle East,2506
2020,South America,5551
2010,North America,1699
2023,Africa,8115
2020,Asia,824
2022,Africa,3862
2020,North America,2013
2011,Asia,8371
2018,North America,5876
2019,Europe,8985
2011,Asia,4663
2014,Middle East,1828
2018,North America,6125
2018,North America,5284
2017,Europe,625
2010,Middle East,2910
2010,Middle East,6954
2018,Europe,4190
2022,South America,2238
2020,Asia,7586
2017,Africa,6874
2019,South America,8359
2018,Middle East,2507
2016,Europe,5212
2012,Asia,1079
2012,Europe,3609
2011,Asia,3102
2014,Africa,8489
2021,Africa,2219
2021,Europe,7533
2012,Middle East,700
2023,South America,4839
2015,Middle East,4257
2011,Africa,3435
2021,North America,980
2012,South America,3989
2014,Asia,827
2021,Middle East,5915
2020,Asia,289
2020,Middle East,7335
2010,Africa,2746
2022,Africa,6184
2010,North America,2458
2019,Africa,7913
2018,Middle East,3195
2016,Asia,2610
2010,North America,8048
2024,Europe,1519
2021,Middle East,6719
2023,South America,1841
2017,South America,4916
2012,Middle East,4819
2017,South America,9390
2024,North America,4479
2014,Asia,5774
2010,Asia,7868
2016,Asia,8495
2014,Africa,3028
2015,North America,9651
2015,North America,6054
2017,Asia,5776
2018,South America,7881
2011,Africa,5766
2018,Africa,3944
2021,Middle East,2088
2024,Middle East,3021
2020,Middle East,9900
2019,Europe,9617
2018,Europe,1022
2022,Africa,1939
2019,North America,4048
2024,North America,8540
2019,Middle East,7229
2016,Africa,5280
2010,Middle East,5779
2016,Middle East,5479
2019,Middle East,2121
2014,North America,2821
2015,Africa,4136
2019,Asia,7239
2016,Asia,8388
2023,Middle East,1582
2024,Middle East,4085
2014,Asia,5338
2016,Africa,6986
2018,North America,1741
2012,Europe,2217
2017,Asia,7379
2011,Middle East,2278
2020,Europe,8213
2016,Middle East,8476
2022,South America,2872
2011,South America,4752
2024,South America,4267
2023,North America,1568
2013,Africa,3375
2016,Africa,2829
2012,South America,6355
2011,South America,649
2020,South America,8066
2019,Middle East,9507
2016,Middle East,7940
2010,Europe,2115
2023,South America,1982
2024,Middle East,1781
2017,North America,9127
2012,Europe,2403
2021,Middle East,3024
2021,Africa,6935
2022,Africa,3932
2011,South America,7381
2012,South America,4946
2014,North America,1421
2020,Africa,3502
2017,Asia,9334
2019,Africa,626
2016,South America,8708
2016,Africa,7712
2021,Middle East,2828
2016,Africa,3779
2024,Africa,3866
2017,Africa,7524
2010,Europe,5596
2013,Europe,9009
2022,South America,1972
2015,Africa,3005
2018,North America,1705
2022,Europe,4586
2011,Asia,2844
2010,South America,2996
2022,Asia,2517
2019,Asia,9925
2021,North America,4444
2023,Middle East,7252
2011,Africa,5969
2016,Asia,8460
2012,South America,8414
2019,Middle East,5149
2011,Middle East,4488
2023,Europe,5246
2020,Europe,7397
2016,South America,492
2022,Middle East,3592
2022,Europe,473
2011,Asia,7636
2012,Africa,5543
2020,Asia,1922
2016,South America,2872
2023,Asia,6043
2013,Asia,9266
2022,Asia,882
2023,South America,6453
2010,Africa,9207
2022,South America,9059
2023,Middle East,2452
2014,Middle East,3963
2021,North America,440
2018,Europe,5873
2017,Middle East,5333
2021,South America,4773
2024,South America,9794
2018,Asia,2150
2019,Asia,1847
2023,Middle East,3950
2018,North America,952
2024,North America,5858
2016,Asia,7284
2013,South America,2411
2014,Europe,1444
2010,Africa,241
2023,Africa,734
2010,Africa,999
2012,Africa,7825
2022,Europe,614
2023,Europe,8332
2017,Africa,827
2023,Africa,7440
2011,Asia,3629
2013,Africa,2173
2011,Asia,1048
2023,Middle East,3926
2014,Middle East,2477
2018,South America,4144
2010,North America,3755
2014,Middle East,7058
2023,South America,6143
2024,Asia,1758
2018,Asia,1144
2024,Asia,2244
2010,Africa,3734
2018,Africa,7200
2017,Asia,862
2013,North America,9408
2021,South America,4250
2020,Europe,162
2019,Middle East,7661
2014,South America,5648
2022,Asia,949
2014,Europe,3037
2020,North America,886
2021,North America,232
2015,Middle East,2791
2016,Middle East,9434
2017,Asia,967
2024,Europe,8472
2023,Asia,1445
2017,Asia,4716
2020,North America,1580
2023,Asia,7308
2022,South America,4688
2011,North America,763
2018,Asia,6572
2016,North America,6971
2013,South America,7114
2013,Africa,9853
2020,Africa,9875
2017,Europe,6436
2013,South America,8228
2022,Africa,5648
2024,Middle East,2300
2015,South America,4103
2014,South America,9594
2012,Middle East,3134
2022,Europe,5557
2023,Asia,2741
2019,Asia,8466
2020,Middle East,2240
2011,Asia,8121
2018,North America,7911
2019,North America,6382
2018,Europe,2538
2010,South America,6761
2019,Europe,8940
2012,Middle East,5619
2017,North America,5366
2015,Africa,6667
2014,Europe,4444
2014,Africa,9194
2015,South America,6424
2024,South America,9926
2016,Asia,9499
2010,Europe,2985
2018,Europe,9512
2012,South America,1263
2013,Africa,7338
2019,Europe,6712
2010,South America,5941
2022,Africa,4451
2020,Africa,1245
2019,Africa,2801
2012,Europe,8935
2011,Asia,3132
2011,Asia,2586
2023,Asia,2526
2010,Middle East,9202
2017,South America,9986
2012,Middle East,4705
2012,Asia,296
2015,Middle East,7945
2022,North America,7644
2017,Africa,6055
2022,South America,4809
2024,Africa,1629
2018,Africa,4365
2018,Middle East,8581
2013,Asia,634
2023,North America,1179
2014,Europe,5045
2011,South America,5138
2020,Europe,9584
2018,Africa,9550
2017,Middle East,2793
2012,Asia,2753
2020,Africa,2499
2021,Africa,4863
2022,Africa,8158
2018,Africa,4701
2012,Africa,9918
2018,Africa,5444
2011,Middle East,3213
2021,South America,5556
2019,Middle East,8115
2018,Middle East,3612
2024,South America,657
2017,Europe,3002
2018,Europe,9209
2014,Middle East,4561
2020,Europe,1202
2020,Middle East,2567
2011,North America,9760
2017,Middle East,6841
2021,Asia,7789
2024,Europe,8464
2015,Middle East,8566
2017,Middle East,7427
2020,Asia,6740
2014,Europe,475
2019,Europe,3555
2011,Africa,9547
2015,Europe,7114
2014,Europe,6255
2021,Europe,9079
2022,Europe,600
2021,North America,4132
2014,Europe,2282
2022,Europe,3756
2010,Europe,602
2011,North America,9017
2017,Middle East,4754
2022,South America,1042
2023,Asia,9426
2022,Asia,3138
2012,Middle East,4716
2019,Africa,3378
2012,Europe,197
2017,South America,1452
2017,Europe,4162
2011,Africa,1035
2017,Middle East,3236
2020,North America,7286
2022,North America,9200
2022,Asia,2228
2010,North America,4456
2015,Africa,2397
2017,Asia,5399
2012,South America,8050
2017,Europe,3635
2021,North America,3711
2010,Europe,2033
2020,South America,3117
2020,North America,8697
2018,North America,2230
2022,Middle East,3688
2020,Europe,5098
2022,Europe,8047
2018,Asia,8745
2014,Africa,739
2019,Asia,5178
2013,North America,4057
2024,Africa,3798
2020,Africa,1901
2015,North America,5299
2021,Middle East,1110
2016,South America,466
2014,Europe,5455
2020,Middle East,1140
2022,Asia,1700
2019,Middle East,7456
2018,Middle East,2593
2012,North America,1469
2024,Middle East,1675
2016,Middle East,9447
2019,Asia,5764
2019,Middle East,5707
2020,Africa,2753
2014,South America,3658
2023,North America,8077
2016,Asia,7972
2024,Africa,4313
2011,Asia,4630
2013,South America,4319
2011,North America,2456
2023,North America,8258
2022,North America,9646
2022,Asia,7067
2021,Asia,7479
2016,Asia,3348
2011,Europe,6511
2022,Asia,4958
2023,Middle East,2075
2020,South America,4912
2010,Middle East,1537
2018,Africa,961
2010,Europe,1273
2017,Europe,9113
2024,Europe,6750
2011,North America,5286
2021,Africa,6692
2017,Middle East,6437
2022,South America,626
2012,Europe,2547
2015,Asia,7311
2012,Middle East,7146
2023,Asia,5559
2016,South America,4896
2019,North America,2349
2018,Europe,8803
2011,Asia,4002
2024,Europe,4743
2021,Africa,7812
2021,North America,2900
2024,Europe,8440
2023,Africa,1184
2014,Africa,4156
2022,Middle East,9499
2015,South America,6849
2013,South America,4750
2013,Middle East,1225
2013,North America,8178
2011,South America,3334
2013,South America,6490
2020,North America,5340
2010,Asia,5263
2021,Asia,3924
2015,Middle East,623
2010,Europe,5400
2019,Asia,1966
2015,Africa,5970
2010,South America,6987
2015,Europe,5017
2019,Africa,272
2017,Asia,4338
2020,North America,5990
2011,Europe,3771
2011,South America,3012
2023,South America,1150
2024,Asia,7006
2022,South America,5936
2021,Europe,6308
2013,Asia,6292
2020,Europe,5473
2012,South America,499
2013,Middle East,6191
2022,Asia,2613
2021,Europe,9784
2016,Europe,2423
2022,Europe,2462
2020,Europe,8623
2010,Africa,5924
2015,North America,1765
