Model,Year,Sales_Volume
X1,2014,7182
X3,2013,3727
i3,2020,8721
i8,2023,576
3 Series,2019,9911
7 Series,2017,4916
X1,2015,7394
7 Series,2015,1673
i3,2017,8188
X3,2016,8206
5 Series,2024,9551
X6,2019,5787
i3,2023,366
X5,2020,4813
M5,2021,6532
i3,2019,2325
3 Series,2022,8766
M3,2017,1504
X6,2023,3181
X1,2011,541
M3,2018,274
5 Series,2010,3176
i3,2024,3757
X6,2017,7305
7 Series,2021,8935
X3,2020,9460
X5,2021,6336
5 Series,2021,9284
3 Series,2013,1311
M5,2013,6141
X1,2014,6104
5 Series,2017,7523
7 Series,2014,4433
3 Series,2017,785
7 Series,2024,8193
X1,2019,4200
X1,2010,1580
X1,2021,6643
i3,2024,1803
5 Series,2019,6217
M3,2018,1145
X5,2015,6000
M3,2012,2123
X5,2022,5093
X3,2023,1951
X1,2017,4152
5 Series,2018,9354
X1,2015,6746
5 Series,2020,4760
M5,2016,1750
X6,2010,5854
3 Series,2023,7797
X1,2014,648
5 Series,2014,7754
X1,2019,1299
i8,2023,6973
5 Series,2013,5204
X6,2015,7725
i3,2016,3675
i8,2018,7652
5 Series,2010,284
X1,2024,5292
M3,2015,5790
i3,2016,6280
7 Series,2012,4721
7 Series,2017,8896
X1,2024,2661
3 Series,2014,6502
7 Series,2024,6421
3 Series,2018,2430
M3,2014,1672
i8,2018,8000
i3,2019,2256
M5,2013,8659
3 Series,2018,5348
3 Series,2014,9870
X3,2019,4991
i8,2018,7854
7 Series,2012,7418
5 Series,2024,9665
i8,2013,2834
i3,2018,7963
7 Series,2019,2865
i8,2020,7761
X3,2015,9674
X5,2011,6690
X1,2016,9507
i3,2011,7134
5 Series,2020,4218
i8,2011,8137
i8,2020,9007
X3,2010,7439
X6,2020,543
i3,2020,4350
3 Series,2021,2658
X5,2020,4641
M5,2012,7010
M3,2015,6232
M5,2017,2449
5 Series,2018,7213
5 Series,2016,4848
3 Series,2013,2168
X6,2015,2649
i3,2014,1254
X6,2017,4786
7 Series,2010,615
X5,2010,6834
M3,2022,3627
X3,2024,9843
7 Series,2020,964
i8,2015,6899
i8,2019,2806
M3,2021,1462
X3,2011,9619
M3,2014,3942
M3,2010,1392
X5,2016,6668
M3,2010,6240
M5,2013,5736
3 Series,2018,7658
3 Series,2010,9869
5 Series,2013,3506
i8,2015,8191
i3,2015,4978
X5,2021,862
X5,2024,4132
i3,2022,6518
X3,2017,6210
3 Series,2010,7751
5 Series,2016,708
i3,2010,5904
3 Series,2022,2736
X5,2023,5424
X5,2016,5330
X1,2012,8875
X3,2020,4800
X5,2017,9044
M5,2012,6328
X3,2023,9570
5 Series,2023,9581
X5,2022,4537
X1,2010,520
X1,2022,8866
X5,2022,2966
i3,2023,7646
X1,2017,3263
X3,2012,9016
X1,2011,5565
M3,2010,2722
X3,2023,1655
M5,2012,6100
X5,2024,5862
i3,2011,1160
3 Series,2011,2100
3 Series,2015,175
X1,2021,2195
i8,2010,6579
i8,2011,3827
3 Series,2023,3088
i3,2015,2542
i8,2012,4823
X6,2024,4981
3 Series,2013,1902
7 Series,2010,7867
M5,2017,7894
i8,2022,2132
X5,2016,703
X5,2016,8538
X6,2012,324
X5,2019,5893
X1,2019,156
3 Series,2012,2198
X1,2023,9172
3 Series,2011,6787
X1,2021,5468
X6,2010,1032
X1,2016,7800
X3,2016,3722
X6,2021,7747
7 Series,2011,6834
X3,2016,8317
7 Series,2022,5499
i8,2017,1505
i3,2010,6207
i8,2018,1730
X1,2016,1987
M3,2012,1435
i8,2017,9217
X1,2016,4983
M5,2020,9172
7 Series,2024,7065
5 Series,2022,5114
X6,2017,8803
7 Series,2015,2556
X1,2018,9462
i3,2024,624
X3,2014,440
M5,2012,7354
i8,2012,5899
i3,2010,3577
X1,2021,8656
X6,2024,4194
i8,2017,7956
X1,2011,6936
5 Series,2012,2651
5 Series,2017,4139
M5,2023,9209
X1,2017,5304
i3,2023,6939
X5,2020,4988
X1,2013,2238
X1,2013,7149
X1,2014,4161
i3,2015,5113
X5,2014,7311
X5,2023,2055
3 Series,2024,6551
X1,2016,700
7 Series,2011,8840
7 Series,2016,1923
X1,2019,3329
M3,2016,5025
3 Series,2010,280
5 Series,2016,6273
i8,2014,8517
X1,2012,1132
7 Series,2022,4824
i3,2012,863
M3,2013,1897
M5,2022,686
7 Series,2021,5043
X1,2011,3235
X5,2011,9527
X3,2010,9166
i8,2024,5837
X5,2014,829
7 Series,2013,5355
i3,2020,9806
X3,2019,1562
3 Series,2024,4076
M5,2011,3221
M5,2012,7144
X5,2016,5312
X5,2016,9738
i8,2021,2787
X3,2013,1757
7 Series,2014,7196
5 Series,2014,2246
3 Series,2015,4382
3 Series,2023,9160
7 Series,2018,6981
X1,2011,9311
3 Series,2014,9126
3 Series,2021,4626
5 Series,2012,4848
i3,2013,964
M5,2019,6747
X6,2015,2796
X3,2021,8465
i3,2017,2262
3 Series,2010,9482
5 Series,2019,8985
M5,2023,4512
M3,2017,3894
i3,2020,3564
X5,2023,1298
i3,2016,2973
i8,2010,992
M5,2011,5073
M5,2012,5586
X6,2010,1698
i8,2023,5257
M5,2018,2791
M5,2017,5850
X3,2011,9497
5 Series,2022,1923
i3,2018,2075
M5,2016,5753
7 Series,2018,9914
i3,2015,8298
M5,2015,1652
i8,2020,8349
7 Series,2023,6942
i8,2013,8179
3 Series,2019,1155
3 Series,2019,6209
M5,2022,9172
M3,2022,6928
7 Series,2011,4865
X5,2016,8744
3 Series,2014,2138
i8,2020,5210
7 Series,2015,5829
i8,2011,9163
X1,2014,2692
i3,2019,2294
X5,2013,5891
X3,2018,1618
3 Series,2015,2555
X1,2011,2294
X6,2010,9796
M3,2014,7156
7 Series,2018,9273
i3,2015,1937
X5,2019,8257
7 Series,2021,5603
7 Series,2016,4524
i8,2014,7776
X3,2019,2198
X5,2015,7312
X3,2014,7442
5 Series,2020,9213
X1,2018,2446
7 Series,2024,2057
i3,2015,5488
M5,2020,330
M3,2017,8208
X6,2011,5689
i3,2021,4246
X3,2022,2543
M5,2018,861
i3,2014,1270
i3,2016,9161
7 Series,2019,3697
7 Series,2022,931
X5,2010,8086
M5,2019,3717
M3,2014,8590
5 Series,2021,7249
X6,2023,5550
X5,2019,5193
M3,2023,3935
5 Series,2011,6713
X1,2021,3529
M3,2015,5024
M5,2020,4448
X6,2010,695
M5,2012,8229
X6,2014,2960
X1,2013,5138
X6,2012,6060
M5,2019,3209
X1,2022,7265
X1,2014,9028
M5,2020,2005
X5,2017,544
i8,2020,6624
5 Series,2013,7169
M3,2010,5694
X1,2020,2809
7 Series,2016,9107
7 Series,2017,7312
X1,2012,103
X5,2015,9197
X5,2011,5017
5 Series,2016,5576
X3,2024,6262
i8,2017,2365
X1,2015,601
5 Series,2015,9571
X5,2014,3527
X5,2017,8514
i8,2010,8161
X3,2019,4913
i3,2013,6474
7 Series,2024,7890
X6,2013,2968
3 Series,2012,2196
7 Series,2012,4113
X6,2013,2506
5 Series,2020,5551
X5,2010,1699
i3,2023,8115
i8,2020,824
i8,2022,3862
7 Series,2020,2013
M3,2011,8371
3 Series,2018,5876
X5,2019,8985
7 Series,2011,4663
X1,2014,1828
M5,2018,6125
X3,2018,5284
3 Series,2017,625
X5,2010,2910
X1,2010,6954
M3,2018,4190
i8,2022,2238
5 Series,2020,7586
X1,2017,6874
3 Series,2019,8359
X5,2018,2507
5 Series,2016,5212
i8,2012,1079
X5,2012,3609
X3,2011,3102
3 Series,2014,8489
3 Series,2021,2219
3 Series,2021,7533
X3,2012,700
X1,2023,4839
M3,2015,4257
M3,2011,3435
5 Series,2021,980
i8,2012,3989
3 Series,2014,827
X5,2021,5915
X5,2020,289
M5,2020,7335
3 Series,2010,2746
7 Series,2022,6184
i8,2010,2458
7 Series,2019,7913
M3,2018,3195
5 Series,2016,2610
5 Series,2010,8048
X1,2024,1519
i3,2021,6719
i3,2023,1841
X6,2017,4916
i3,2012,4819
7 Series,2017,9390
5 Series,2024,4479
i8,2014,5774
X6,2010,7868
3 Series,2016,8495
X1,2014,3028
5 Series,2015,9651
X1,2015,6054
M3,2017,5776
X5,2018,7881
M5,2011,5766
5 Series,2018,3944
i8,2021,2088
X6,2024,3021
5 Series,2020,9900
3 Series,2019,9617
M5,2018,1022
X1,2022,1939
X1,2019,4048
7 Series,2024,8540
5 Series,2019,7229
X5,2016,5280
i8,2010,5779
X6,2016,5479
X1,2019,2121
i8,2014,2821
M3,2015,4136
i8,2019,7239
M5,2016,8388
M5,2023,1582
i3,2024,4085
i3,2014,5338
i3,2016,6986
X6,2018,1741
X1,2012,2217
X6,2017,7379
i3,2011,2278
7 Series,2020,8213
X3,2016,8476
X6,2022,2872
5 Series,2011,4752
X6,2024,4267
i8,2023,1568
5 Series,2013,3375
X6,2016,2829
X6,2012,6355
5 Series,2011,649
M3,2020,8066
M5,2019,9507
7 Series,2016,7940
i8,2010,2115
X3,2023,1982
X3,2024,1781
M3,2017,9127
X3,2012,2403
M3,2021,3024
5 Series,2021,6935
3 Series,2022,3932
X6,2011,7381
i3,2012,4946
3 Series,2014,1421
X6,2020,3502
M5,2017,9334
3 Series,2019,626
7 Series,2016,8708
M3,2016,7712
X6,2021,2828
X3,2016,3779
5 Series,2024,3866
3 Series,2017,7524
M3,2010,5596
X5,2013,9009
3 Series,2022,1972
7 Series,2015,3005
X3,2018,1705
X1,2022,4586
i3,2011,2844
3 Series,2010,2996
X1,2022,2517
X6,2019,9925
i3,2021,4444
X1,2023,7252
i8,2011,5969
X6,2016,8460
i3,2012,8414
7 Series,2019,5149
i3,2011,4488
i8,2023,5246
M3,2020,7397
3 Series,2016,492
X3,2022,3592
X5,2022,473
X5,2011,7636
M3,2012,5543
M5,2020,1922
7 Series,2016,2872
X6,2023,6043
5 Series,2013,9266
3 Series,2022,882
X5,2023,6453
X3,2010,9207
5 Series,2022,9059
X5,2023,2452
i3,2014,3963
X1,2021,440
X1,2018,5873
3 Series,2017,5333
X1,2021,4773
X1,2024,9794
X6,2018,2150
M5,2019,1847
X1,2023,3950
3 Series,2018,952
M5,2024,5858
i8,2016,7284
X1,2013,2411
M3,2014,1444
X5,2010,241
X3,2023,734
5 Series,2010,999
M3,2012,7825
X6,2022,614
i8,2023,8332
i3,2017,827
i8,2023,7440
M5,2011,3629
X3,2013,2173
X1,2011,1048
X1,2023,3926
5 Series,2014,2477
M3,2018,4144
7 Series,2010,3755
X3,2014,7058
i8,2023,6143
i3,2024,1758
X5,2018,1144
i8,2024,2244
3 Series,2010,3734
X1,2018,7200
5 Series,2017,862
3 Series,2013,9408
X6,2021,4250
M3,2020,162
X3,2019,7661
X6,2014,5648
X3,2022,949
M5,2014,3037
M5,2020,886
X6,2021,232
M3,2015,2791
i8,2016,9434
X6,2017,967
M5,2024,8472
X5,2023,1445
M3,2017,4716
M3,2020,1580
i3,2023,7308
5 Series,2022,4688
i8,2011,763
X6,2018,6572
3 Series,2016,6971
i8,2013,7114
5 Series,2013,9853
3 Series,2020,9875
7 Series,2017,6436
i3,2013,8228
X5,2022,5648
X5,2024,2300
i8,2015,4103
i8,2014,9594
M3,2012,3134
M3,2022,5557
X1,2023,2741
i8,2019,8466
7 Series,2020,2240
7 Series,2011,8121
X3,2018,7911
7 Series,2019,6382
X3,2018,2538
X6,2010,6761
i8,2019,8940
M3,2012,5619
X5,2017,5366
M5,2015,6667
X1,2014,4444
5 Series,2014,9194
X1,2015,6424
3 Series,2024,9926
5 Series,2016,9499
i8,2010,2985
i3,2018,9512
5 Series,2012,1263
5 Series,2013,7338
M5,2019,6712
M5,2010,5941
M3,2022,4451
X6,2020,1245
5 Series,2019,2801
7 Series,2012,8935
5 Series,2011,3132
X5,2011,2586
X5,2023,2526
i8,2010,9202
3 Series,2017,9986
X1,2012,4705
3 Series,2012,296
i3,2015,7945
3 Series,2022,7644
X5,2017,6055
5 Series,2022,4809
M3,2024,1629
3 Series,2018,4365
3 Series,2018,8581
5 Series,2013,634
i8,2023,1179
M5,2014,5045
M5,2011,5138
M3,2020,9584
M5,2018,9550
i3,2017,2793
7 Series,2012,2753
5 Series,2020,2499
i3,2021,4863
M3,2022,8158
M5,2018,4701
X5,2012,9918
X3,2018,5444
X5,2011,3213
5 Series,2021,5556
M5,2019,8115
i3,2018,3612
i8,2024,657
X3,2017,3002
5 Series,2018,9209
i8,2014,4561
i8,2020,1202
X3,2020,2567
X5,2011,9760
M3,2017,6841
7 Series,2021,7789
X5,2024,8464
M5,2015,8566
X5,2017,7427
3 Series,2020,6740
3 Series,2014,475
3 Series,2019,3555
X1,2011,9547
7 Series,2015,7114
i3,2014,6255
7 Series,2021,9079
X6,2022,600
X6,2021,4132
X3,2014,2282
M5,2022,3756
X1,2010,602
X5,2011,9017
7 Series,2017,4754
3 Series,2022,1042
5 Series,2023,9426
3 Series,2022,3138
3 Series,2012,4716
X6,2019,3378
7 Series,2012,197
X5,2017,1452
7 Series,2017,4162
X6,2011,1035
X6,2017,3236
7 Series,2020,7286
X5,2022,9200
5 Series,2022,2228
M3,2010,4456
5 Series,2015,2397
X6,2017,5399
i8,2012,8050
X3,2017,3635
i3,2021,3711
M5,2010,2033
M3,2020,3117
X1,2020,8697
3 Series,2018,2230
X1,2022,3688
M5,2020,5098
X6,2022,8047
i8,2018,8745
X5,2014,739
X1,2019,5178
X5,2013,4057
i3,2024,3798
3 Series,2020,1901
M5,2015,5299
X6,2021,1110
3 Series,2016,466
3 Series,2014,5455
X1,2020,1140
3 Series,2022,1700
7 Series,2019,7456
3 Series,2018,2593
M5,2012,1469
3 Series,2024,1675
3 Series,2016,9447
i3,2019,5764
7 Series,2019,5707
7 Series,2020,2753
7 Series,2014,3658
7 Series,2023,8077
5 Series,2016,7972
7 Series,2024,4313
X3,2011,4630
X6,2013,4319
M5,2011,2456
M3,2023,8258
i3,2022,9646
X1,2022,7067
5 Series,2021,7479
i8,2016,3348
X3,2011,6511
X5,2022,4958
i8,2023,2075
i3,2020,4912
X3,2010,1537
7 Series,2018,961
5 Series,2010,1273
X5,2017,9113
i8,2024,6750
i3,2011,5286
i8,2021,6692
X3,2017,6437
7 Series,2022,626
i8,2012,2547
M5,2015,7311
3 Series,2012,7146
M5,2023,5559
7 Series,2016,4896
3 Series,2019,2349
i8,2018,8803
X5,2011,4002
X6,2024,4743
i3,2021,7812
X3,2021,2900
5 Series,2024,8440
X5,2023,1184
i3,2014,4156
X1,2022,9499
X3,2015,6849
i8,2013,4750
X5,2013,1225
M3,2013,8178
M5,2011,3334
7 Series,2013,6490
5 Series,2020,5340
X3,2010,5263
X3,2021,3924
X3,2015,623
X5,2010,5400
X5,2019,1966
X1,2015,5970
X5,2010,6987
i8,2015,5017
X5,2019,272
7 Series,2017,4338
3 Series,2020,5990
i8,2011,3771
M5,2011,3012
i3,2023,1150
7 Series,2024,7006
X6,2022,5936
X6,2021,6308
i8,2013,6292
i8,2020,5473
X5,2012,499
3 Series,2013,6191
5 Series,2022,2613
7 Series,2021,9784
X5,2016,2423
M5,2022,2462
M3,2020,8623
X6,2010,5924
X6,2015,1765
X3,2024,7484
i3,2024,7528
i8,2012,675
i3,2020,4797
M5,2019,8320
X5,2016,3813
i3,2019,9763
M5,2011,631
i3,2023,7848
7 Series,2011,5237
X6,2022,6703
X3,2013,2013
X3,2010,3882
X1,2012,9634
X6,2022,3044
7 Series,2018,5618
5 Series,2016,6871
X3,2024,4592
X6,2016,8099
i3,2022,1636
X1,2022,3259
X3,2020,9324
M5,2013,5007
X1,2011,6864
X1,2024,6436
3 Series,2023,6197
X5,2013,6536
i8,2015,3698
3 Series,2020,7591
M3,2020,1133
X6,2012,8845
5 Series,2010,6041
M3,2023,9862
X3,2021,9453
5 Series,2017,6371
5 Series,2021,4671
7 Series,2022,3675
X6,2014,7540
X3,2024,8684
5 Series,2014,2836
X3,2020,7629
X3,2013,2202
3 Series,2015,8685
i8,2012,8308
M3,2018,5501
i8,2014,5680
M5,2012,9904
M5,2020,2677
X6,2010,2448
M5,2019,8257
X6,2021,8883
7 Series,2015,7548
X6,2024,2118
i3,2011,3938
M3,2022,4593
i8,2012,1697
X5,2010,7988
5 Series,2018,4611
X6,2017,5847
i3,2021,7723
X6,2011,2503
i3,2024,6640
M3,2021,1634
M3,2020,9825
M5,2017,1446
3 Series,2021,7965
M3,2023,6732
M3,2018,2892
X5,2010,7024
7 Series,2022,8756
M3,2014,9390
7 Series,2017,7709
7 Series,2024,2133
X6,2020,642
5 Series,2023,2314
5 Series,2011,5356
3 Series,2013,3930
X1,2016,9600
5 Series,2012,6486
3 Series,2022,503
i3,2021,920
X5,2014,8483
3 Series,2017,7332
3 Series,2021,4034
X1,2019,921
X6,2012,6403
M3,2013,2456
7 Series,2023,8205
M5,2024,8645
X5,2018,7681
i3,2023,3439
3 Series,2023,9342
X5,2016,1828
X6,2010,7660
M5,2023,6579
i8,2021,3986
i3,2013,6139
3 Series,2013,4885
M5,2018,9345
M3,2015,3698
M3,2018,6636
M3,2021,3271
i8,2024,152
7 Series,2015,9417
3 Series,2015,8597
3 Series,2014,779
X1,2014,1029
M3,2011,6705
i8,2017,3505
7 Series,2017,336
X1,2020,7802
X1,2022,5987
7 Series,2010,9082
i3,2017,9637
X5,2014,9520
X3,2011,983
3 Series,2023,6686
X6,2011,5395
M5,2023,4383
X6,2024,1097
i8,2024,7671
M3,2015,207
i3,2020,924
X6,2022,7559
5 Series,2018,2460
3 Series,2010,7828
3 Series,2021,5641
X3,2015,776
M3,2018,4166
7 Series,2017,5400
M5,2020,9448
X1,2015,1655
X6,2012,8192
M5,2017,4161
M3,2018,8940
X5,2010,9648
i3,2021,1965
3 Series,2018,9524
i8,2023,4000
X6,2024,3488
M3,2015,1833
5 Series,2015,6261
X1,2021,939
M5,2013,1854
M5,2010,2180
5 Series,2019,4945
i8,2017,2708
i8,2011,976
i8,2021,9767
X3,2010,4948
M3,2011,597
M5,2010,5265
X5,2010,2262
X5,2018,2270
M3,2022,6594
5 Series,2023,3610
M5,2010,6061
7 Series,2022,7778
i8,2013,6318
3 Series,2019,8623
i3,2015,1262
7 Series,2016,8894
X1,2011,3706
3 Series,2015,5707
3 Series,2016,4256
X3,2019,3188
M3,2023,938
X3,2019,2473
7 Series,2011,7366
i8,2024,2183
i8,2011,6068
M5,2019,2645
M5,2016,6456
5 Series,2021,6215
X6,2010,2178
M5,2017,6521
i8,2020,9442
X5,2022,7615
3 Series,2012,7344
X6,2020,7588
3 Series,2015,3351
7 Series,2018,5690
X6,2015,7342
X3,2018,8569
M5,2016,9492
i3,2024,744
i8,2018,7917
3 Series,2011,5804
M5,2021,4020
M3,2017,1890
X6,2017,7859
M5,2011,4525
7 Series,2021,6298
M5,2023,8997
7 Series,2013,8594
X5,2023,8196
i8,2024,3244
i3,2020,9972
i3,2024,4804
M3,2016,4241
i8,2020,3373
7 Series,2013,1929
X3,2013,4107
X5,2015,6107
i8,2019,214
M5,2015,6104
5 Series,2019,8195
X6,2024,6640
3 Series,2012,7844
X1,2024,1361
M3,2018,4795
X6,2021,4999
5 Series,2019,7693
M3,2023,7352
i3,2020,2598
X1,2011,9311
X3,2015,9127
M3,2021,6055
X5,2016,3179
3 Series,2021,3501
5 Series,2022,8986
3 Series,2018,704
3 Series,2022,4100
X5,2012,5881
M5,2019,7965
i8,2012,4439
i3,2016,8723
i8,2023,5667
5 Series,2013,6768
X5,2022,8873
M3,2017,3392
i3,2022,6194
i3,2016,678
M3,2014,870
X5,2016,163
X3,2012,3523
7 Series,2021,2021
X5,2011,7968
X3,2015,154
X5,2011,5236
X5,2012,3289
i3,2015,1565
X6,2014,6751
7 Series,2017,2851
7 Series,2018,6985
M3,2020,825
X3,2012,6952
X1,2021,1568
5 Series,2019,9611
i8,2012,6206
i8,2012,929
3 Series,2022,5049
X1,2022,9598
X6,2015,2679
5 Series,2024,2952
i3,2024,8146
i3,2010,349
X6,2016,3570
i3,2021,642
5 Series,2010,474
7 Series,2023,4757
i3,2014,7743
i8,2024,4586
X3,2019,8842
i8,2022,4560
X5,2017,7633
X3,2013,5162
X5,2014,8684
7 Series,2013,1115
5 Series,2021,4573
M5,2021,3164
M5,2023,335
i8,2013,6104
3 Series,2021,3834
M5,2017,535
X1,2011,9693
X5,2010,6109
X3,2012,1033
X5,2018,6133
5 Series,2013,8404
X3,2019,9532
X3,2014,5591
M5,2011,705
i8,2013,3541
i8,2011,2958
i3,2024,2855
X5,2011,2102
X6,2013,6979
X3,2015,4015
7 Series,2016,9514
7 Series,2019,9031
X6,2012,1449
X1,2012,9716
5 Series,2019,9969
X1,2015,815
5 Series,2022,9690
X1,2021,8412
X1,2012,2478
7 Series,2022,2500
X1,2011,4255
i8,2017,6053
i3,2014,2107
7 Series,2024,1331
X6,2010,5090
M3,2012,464
7 Series,2019,300
M5,2017,3432
X6,2013,2190
i3,2023,4452
5 Series,2016,7667
X5,2019,9660
7 Series,2021,6966
X1,2023,6816
X1,2023,4561
3 Series,2011,318
i3,2016,9964
3 Series,2014,9055
X6,2014,2600
i3,2015,2687
X6,2022,2996
i8,2018,7191
X1,2023,9848
X5,2015,2549
X6,2021,984
5 Series,2022,4449
M3,2024,2729
X3,2023,968
i8,2017,4922
X1,2016,6581
X6,2018,4560
X6,2013,5955
X3,2011,1944
M3,2016,3127
i8,2015,2841
X3,2010,1352
X3,2020,2792
3 Series,2018,2822
7 Series,2018,8994
X3,2021,5099
X6,2011,3630
X5,2012,1316
5 Series,2014,9795
X5,2014,771
X1,2024,3973
7 Series,2010,6512
X6,2017,1161
i8,2021,8486
5 Series,2017,4167
i8,2013,421
5 Series,2022,1166
3 Series,2016,551
M3,2024,240
X6,2024,3571
3 Series,2020,6797
3 Series,2019,4564
i8,2012,1891
7 Series,2015,1369
M3,2023,9213
7 Series,2019,6078
M5,2022,9313
X5,2019,5017
3 Series,2021,5875
7 Series,2023,8539
3 Series,2018,3138
X6,2010,3644
5 Series,2014,3990
X3,2013,1374
X1,2017,333
3 Series,2020,282
3 Series,2021,4841
M5,2010,2314
i3,2018,452
i3,2015,3679
X3,2013,525
M3,2021,3264
5 Series,2018,4277
X1,2020,337
5 Series,2014,241
5 Series,2024,7597
i8,2014,3342
M3,2021,5291
X6,2014,1643
X6,2010,9910
M3,2010,7507
M5,2017,7754
5 Series,2021,2618
7 Series,2017,7098
M5,2021,5742
7 Series,2024,4357
3 Series,2024,1345
X3,2015,4979
3 Series,2021,2663
X6,2020,9653
M3,2022,8088
X5,2013,2571
X3,2011,208
3 Series,2023,9481
X5,2011,1161
X6,2018,534
3 Series,2024,1396
3 Series,2014,7406
X6,2013,7074
X1,2019,5099
X5,2022,1327
X5,2010,3430
M3,2016,7567
X3,2012,558
5 Series,2015,7853
7 Series,2014,954
3 Series,2014,8225
X3,2020,3828
X3,2014,4458
M5,2010,3197
i3,2010,1421
i8,2012,830
X5,2023,5469
3 Series,2021,8643
X3,2019,3128
X5,2013,8547
i8,2014,2977
i8,2011,2057
X5,2017,5146
i3,2020,1786
X5,2020,7268
X3,2023,7147
i8,2011,9291
i8,2018,8918
M5,2011,8070
7 Series,2022,3316
5 Series,2018,3155
X6,2016,3001
5 Series,2024,5310
5 Series,2017,8584
i3,2024,5294
3 Series,2020,2662
i8,2011,5937
5 Series,2016,7641
M3,2021,9077
3 Series,2015,7072
i8,2013,6172
3 Series,2016,9068
7 Series,2023,2012
7 Series,2022,3947
7 Series,2013,3623
5 Series,2011,1941
i3,2019,612
X3,2021,7004
5 Series,2016,2118
i8,2017,464
X5,2011,9738
7 Series,2014,7288
M5,2010,910
X1,2016,8862
3 Series,2017,9539
X6,2022,2563
X1,2015,262
X5,2014,1496
M5,2024,557
i3,2015,4547
M3,2024,1207
X1,2011,1066
X1,2010,5989
M5,2016,2623
X6,2016,9431
X3,2019,1093
X3,2020,6265
i3,2019,8237
M5,2023,250
X3,2011,8246
5 Series,2011,9163
7 Series,2010,9423
X3,2019,4577
X3,2017,1497
5 Series,2024,9581
X3,2017,7074
M5,2010,1087
i3,2021,7453
3 Series,2020,735
i8,2017,4529
X6,2018,4176
X5,2023,6768
i8,2013,3389
M5,2010,8124
i3,2010,4096
i8,2012,485
7 Series,2024,7494
X6,2023,3531
i3,2014,6095
M3,2014,8727
3 Series,2018,3097
X6,2019,9292
M5,2023,9663
X1,2021,9452
3 Series,2011,3335
X1,2011,7526
i3,2015,391
i8,2024,9384
X1,2018,4221
5 Series,2010,3953
3 Series,2018,9916
X3,2018,8018
X6,2022,5798
M5,2018,8419
7 Series,2014,3409
3 Series,2022,5895
M5,2024,5711
X3,2018,300
X5,2020,8537
3 Series,2013,576
3 Series,2011,5926
X6,2022,2997
X1,2015,3236
X5,2023,9295
i3,2013,2691
3 Series,2015,6641
5 Series,2012,8922
X5,2015,1101
3 Series,2011,6874
M3,2011,9947
M5,2022,5543
7 Series,2018,1179
X5,2016,5466
i3,2012,3910
i3,2022,3270
X1,2020,2126
i8,2010,2162
7 Series,2017,2618
7 Series,2023,2756
X6,2015,4506
7 Series,2016,3211
5 Series,2018,7452
i8,2014,1611
X3,2024,8147
X3,2010,9834
i3,2021,8286
X1,2019,9197
i3,2016,5526
X6,2024,4783
5 Series,2014,6596
i3,2012,7557
X6,2021,2629
3 Series,2022,9433
M5,2018,8438
X3,2010,8167
i8,2010,1979
M3,2010,2563
i8,2012,6963
X3,2021,6578
M3,2015,439
i3,2019,2333
i3,2020,1023
M3,2012,6361
i3,2017,8671
3 Series,2023,3474
7 Series,2023,1223
M5,2019,5441
X1,2011,5697
X6,2023,1881
7 Series,2018,6135
X5,2012,1613
X1,2014,510
5 Series,2019,8293
X5,2017,282
X1,2011,8771
i8,2015,1545
5 Series,2021,293
X5,2014,433
i3,2022,7376
7 Series,2019,9110
X6,2018,1146
7 Series,2021,9329
X3,2014,209
i8,2011,2425
i3,2014,5136
X6,2024,368
i8,2021,1302
X6,2013,8260
i8,2024,1725
X3,2020,6261
X5,2016,5300
X3,2015,7142
i3,2023,5155
3 Series,2011,3668
X5,2021,4656
X6,2020,5716
X1,2020,5415
i8,2022,8919
i8,2014,5071
X3,2016,2214
3 Series,2020,5402
X1,2016,1011
X3,2024,7490
X1,2014,5153
M3,2021,6751
5 Series,2024,7801
i8,2018,2526
i8,2013,431
7 Series,2020,9242
5 Series,2012,6385
M5,2024,8145
X3,2013,7900
i8,2014,443
X1,2022,5747
X3,2015,1217
i3,2012,3005
X5,2011,1401
i8,2023,5652
7 Series,2022,4443
X1,2013,6320
X1,2014,1484
3 Series,2013,9725
i8,2023,3282
M3,2020,146
3 Series,2022,4288
X3,2024,7933
X3,2021,5841
M5,2012,3204
X1,2017,7131
X3,2019,7349
3 Series,2013,2905
i3,2023,3446
i8,2011,2679
i3,2011,7223
X1,2010,872
X1,2022,6307
X1,2013,9427
X3,2019,3673
M5,2018,9734
M5,2023,1225
i3,2020,5567
i3,2016,6855
3 Series,2024,2050
i8,2021,5105
3 Series,2019,1259
X5,2016,1766
i3,2022,7522
X6,2024,9324
i3,2016,8226
X6,2024,5318
3 Series,2017,6307
i3,2010,7406
X3,2019,9450
7 Series,2022,2423
5 Series,2019,8908
3 Series,2017,438
X3,2013,210
X3,2013,8943
i8,2013,5688
3 Series,2015,2196
5 Series,2016,8239
M3,2015,177
X5,2010,5110
5 Series,2021,7705
X5,2017,9745
5 Series,2022,4862
5 Series,2019,8056
X1,2024,2130
X5,2020,565
i8,2022,6345
X1,2016,7537
7 Series,2015,8403
X3,2015,3613
X5,2014,9832
X5,2015,1378
M3,2021,4202
3 Series,2018,9977
X6,2019,5503
X1,2018,2416
X1,2024,9868
M5,2019,5720
3 Series,2017,8836
X5,2019,9435
i3,2018,3272
X6,2022,6630
5 Series,2019,559
M5,2017,6992
X3,2017,6362
X5,2010,2356
